ID_Reserva,Edad,Genero,Pais,Hotel,Tipo_Habitacion,Regimen,Canal_Reserva,Lead_Time_Dias,Mes_Llegada,Noches,Adultos,Ninos,Precio_Noche_EUR,Reservas_Previas,Cancelaciones_Previas,Tiene_Parking,Peticiones_Especiales,Tipo_Deposito,Cancelado
100179,48.0,Male,España,Palladium Ibiza,Junior Suite,Todo incluido,Walk-in,77.0,9,4,1,1,247.55,1,0,No,0.0,Reembolsable,0
100180,26.0,Female,Reino Unido,Palladium Riviera Maya,Standard,Todo incluido,Web directa,101.0,7,2,2,0,54.94,3,0,No,1.0,Sin depósito,0
100181,69.0,Male,España,Palladium Ibiza,Junior Suite,Desayuno,Web directa,83.0,2,2,2,2,248.58,1,1,No,2.0,No reembolsable,0
100182,18.0,Female,Francia,Palladium Riviera Maya,Suite,Todo incluido,Web directa,5.0,11,5,2,0,379.69,4,0,Sí,0.0,No reembolsable,0
100183,42.0,Female,Países Bajos,Palladium Ibiza,Junior Suite,Desayuno,Web directa,22.0,9,5,2,0,125.4,1,0,No,0.0,Sin depósito,0
100184,38.0,Female,España,Palladium Ibiza,Junior Suite,Solo alojamiento,Web directa,26.0,10,4,3,0,184.99,3,0,Sí,1.0,Reembolsable,0
100185,68.0,Male,Portugal,Palladium Ibiza,Junior Suite,Solo alojamiento,Agencia online,,6,7,2,3,217.38,3,0,Sí,2.0,,0
100186,44.0,Female,México,Palladium Mallorca,Standard,Todo incluido,Web directa,5.0,3,5,2,0,99.2,1,0,Sí,0.0,Sin depósito,1
100187,24.0,Male,Italia,Palladium Costa Mujeres,Villa,Desayuno,Teléfono,26.0,7,5,2,0,730.07,1,0,Sí,0.0,No reembolsable,0
100188,49.0,Female,Alemania,Palladium Ibiza,Standard,Todo incluido,Web directa,4.0,11,10,2,1,112.48,2,1,No,2.0,Sin depósito,0
100189,46.0,Male,,Palladium Tenerife,Standard,Todo incluido,Agencia online,30.0,6,5,2,0,165.87,3,0,Sí,0.0,No reembolsable,0
100190,59.0,Male,Francia,Palladium Mallorca,Standard,Todo incluido,Teléfono,35.0,6,10,3,0,126.78,2,0,No,0.0,Sin depósito,0
100191,20.0,Male,España,Palladium Ibiza,Standard,Todo incluido,Walk-in,5.0,2,7,4,0,153.73,3,0,No,4.0,Sin depósito,0
100192,55.0,Female,Italia,Palladium Ibiza,Standard,Media pensión,Web directa,83.0,6,3,2,0,79.94,1,0,Sí,0.0,Sin depósito,0
100193,56.0,Male,México,Palladium Tenerife,Standard,Todo incluido,Agencia tradicional,143.0,10,7,1,1,,1,0,No,0.0,Sin depósito,0
100194,34.0,Female,EEUU,Palladium Ibiza,Standard,Media pensión,Agencia tradicional,1.0,12,1,1,0,122.08,0,0,No,0.0,Reembolsable,0
100195,30.0,Male,España,Palladium Ibiza,Standard,Todo incluido,Agencia online,62.0,7,3,1,0,102.65,1,0,Sí,1.0,Reembolsable,1
100196,34.0,Male,EEUU,Palladium Riviera Maya,Standard,Desayuno,Agencia tradicional,143.0,6,5,2,0,128.1,1,0,Sí,2.0,Reembolsable,1
100197,56.0,Male,Francia,Palladium Punta Cana,Villa,Media pensión,Agencia online,33.0,7,5,2,1,729.85,0,0,No,1.0,No reembolsable,0
100198,53.0,Female,Italia,Palladium Mallorca,Standard,Todo incluido,Agencia tradicional,110.0,6,10,4,0,93.86,3,2,No,0.0,Reembolsable,0
100199,,Male,España,Palladium Punta Cana,Standard,Todo incluido,Web directa,34.0,11,7,2,2,114.51,0,0,No,3.0,Sin depósito,1
100200,54.0,Female,Países Bajos,Palladium Punta Cana,Standard,Todo incluido,Agencia tradicional,11.0,11,4,2,0,,1,1,No,3.0,Sin depósito,0
100201,59.0,Female,Países Bajos,Palladium Punta Cana,Junior Suite,Todo incluido,Agencia tradicional,31.0,12,7,1,0,,2,0,No,0.0,Reembolsable,1
100202,38.0,Female,Reino Unido,Palladium Mallorca,Junior Suite,Desayuno,Agencia online,,5,4,1,0,203.99,1,0,No,4.0,Reembolsable,0
100203,58.0,Male,Portugal,Palladium Mallorca,Standard,Desayuno,Agencia online,88.0,5,5,2,1,148.64,0,0,Sí,1.0,Reembolsable,0
100204,37.0,Female,Reino Unido,Palladium Mallorca,Standard,Todo incluido,Web directa,61.0,10,4,2,0,95.81,3,0,No,1.0,No reembolsable,0
100205,38.0,Male,EEUU,Palladium Mallorca,Junior Suite,Desayuno,Agencia online,30.0,7,4,1,0,222.93,0,0,Sí,0.0,Sin depósito,0
100206,40.0,male,España,Palladium Punta Cana,Standard,Desayuno,Walk-in,19.0,8,10,2,0,131.72,3,1,No,4.0,Sin depósito,0
100207,46.0,Male,Argentina,Palladium Punta Cana,Standard,Desayuno,Walk-in,37.0,5,1,1,0,105.03,3,0,Sí,0.0,No reembolsable,0
100208,18.0,Male,Italia,Palladium Ibiza,Villa,Desayuno,Web directa,23.0,10,3,1,0,759.06,1,1,No,1.0,No reembolsable,0
100209,,Male,,Palladium Mallorca,Standard,Desayuno,Teléfono,22.0,3,5,2,1,129.62,1,0,No,1.0,Sin depósito,0
100210,18.0,Female,Alemania,Palladium Ibiza,Junior Suite,Todo incluido,Web directa,26.0,8,5,2,0,161.22,0,0,Sí,2.0,Sin depósito,0
100211,50.0,Male,Reino Unido,Palladium Mallorca,Standard,Desayuno,Web directa,53.0,8,3,2,0,144.84,2,1,sí,1.0,Sin depósito,0
100212,58.0,Male,Francia,Palladium Mallorca,Standard,Todo incluido,Agencia online,0.0,12,7,2,0,126.96,2,0,Sí,0.0,Sin depósito,0
100213,61.0,Female,,Palladium Costa Mujeres,Standard,Desayuno,Agencia online,,6,7,3,0,125.17,2,0,No,2.0,Sin depósito,0
100214,18.0,Male,,Palladium Punta Cana,Standard,Desayuno,Agencia tradicional,107.0,8,14,2,1,141.92,1,0,No,4.0,Sin depósito,0
100215,43.0,Female,España,Palladium Ibiza,Junior Suite,Media pensión,Web directa,99.0,11,6,1,0,225.67,2,1,No,0.0,Sin depósito,0
100216,27.0,Female,España,Palladium Tenerife,Standard,Solo alojamiento,Agencia tradicional,5.0,2,4,2,0,148.48,3,0,No,0.0,No reembolsable,0
100217,24.0,Male,Francia,Palladium Punta Cana,Suite,Desayuno,Web directa,4.0,4,10,3,0,374.01,1,0,Sí,2.0,Sin depósito,0
100218,35.0,Male,España,Palladium Tenerife,Standard,Solo alojamiento,Web directa,32.0,6,5,3,1,139.11,2,0,Sí,0.0,Sin depósito,0
100219,25.0,Female,Países Bajos,Palladium Costa Mujeres,Standard,Desayuno,Web directa,77.0,6,3,2,0,183.28,0,0,Sí,2.0,Reembolsable,0
100220,69.0,Male,EEUU,Palladium Costa Mujeres,Standard,Desayuno,Agencia online,17.0,2,10,2,0,140.1,4,2,No,0.0,Reembolsable,1
100221,23.0,Female,España,Palladium Riviera Maya,Villa,Media pensión,Web directa,46.0,8,7,2,0,,1,0,Sí,1.0,No reembolsable,0
100222,29.0,Female,Reino Unido,Palladium Punta Cana,Standard,Todo incluido,Agencia tradicional,124.0,7,4,4,0,189.8,3,0,No,0.0,Sin depósito,0
100223,40.0,Male,Francia,Palladium Ibiza,Junior Suite,Todo incluido,Teléfono,14.0,11,4,2,2,198.06,2,0,Sí,0.0,Reembolsable,0
100224,43.0,Female,Países Bajos,Palladium Costa Mujeres,Standard,Solo alojamiento,Agencia online,3.0,11,4,2,0,113.18,0,0,No,1.0,Sin depósito,1
100225,42.0,Female,Reino Unido,Palladium Costa Mujeres,Villa,Todo incluido,Web directa,13.0,8,2,2,0,787.68,1,0,No,0.0,Sin depósito,0
100226,26.0,Female,EEUU,Palladium Punta Cana,Junior Suite,Todo incluido,Web directa,43.0,8,3,2,1,238.59,2,0,Sí,0.0,Reembolsable,1
100227,45.0,Female,España,Palladium Riviera Maya,Standard,Desayuno,Web directa,66.0,12,6,2,0,118.93,4,1,,0.0,Reembolsable,0
100228,45.0,Male,España,Palladium Punta Cana,Villa,Media pensión,Web directa,131.0,9,6,2,2,749.92,2,0,No,3.0,Sin depósito,1
100229,51.0,Male,Reino Unido,Palladium Punta Cana,Suite,Todo incluido,Agencia online,17.0,3,6,1,1,397.41,1,0,,1.0,No reembolsable,0
100230,40.0,Male,Alemania,Palladium Costa Mujeres,Junior Suite,Todo incluido,Teléfono,87.0,5,3,3,0,221.66,1,1,Sí,0.0,Sin depósito,1
100231,54.0,Female,México,Palladium Ibiza,Junior Suite,Solo alojamiento,Agencia tradicional,11.0,10,3,1,0,,0,0,No,0.0,No reembolsable,0
100232,23.0,Male,Reino Unido,Palladium Costa Mujeres,Standard,Desayuno,Agencia tradicional,121.0,8,1,2,0,86.22,2,0,Sí,0.0,Reembolsable,0
100233,59.0,Male,España,Palladium Punta Cana,Standard,Todo incluido,Web directa,11.0,7,5,2,1,114.26,0,0,No,1.0,No reembolsable,0
100234,53.0,Female,EEUU,Palladium Costa Mujeres,Standard,Desayuno,Agencia tradicional,38.0,6,4,2,0,124.88,3,0,No,0.0,Reembolsable,1
100235,46.0,Female,Reino Unido,Palladium Mallorca,Junior Suite,Media pensión,Teléfono,199.0,7,6,4,0,197.59,3,1,Sí,0.0,Sin depósito,1
100236,48.0,Female,Francia,Palladium Mallorca,Standard,Todo incluido,Web directa,93.0,12,6,2,0,85.57,2,1,Sí,3.0,Reembolsable,0
100237,55.0,Female,Francia,Palladium Mallorca,Junior Suite,Desayuno,Agencia online,51.0,6,5,1,1,,1,0,Sí,0.0,Sin depósito,0
100238,53.0,Male,Alemania,Palladium Mallorca,Standard,Todo incluido,Web directa,69.0,4,6,2,0,137.18,2,1,No,2.0,Sin depósito,0
100239,28.0,Female,Países Bajos,Palladium Ibiza,Junior Suite,Media pensión,Teléfono,24.0,12,5,2,0,243.4,2,0,No,2.0,No reembolsable,0
100240,56.0,Male,España,Palladium Ibiza,Junior Suite,Todo incluido,Web directa,43.0,9,4,2,0,206.29,1,1,Sí,0.0,Sin depósito,0
100241,45.0,Female,España,Palladium Tenerife,Junior Suite,Media pensión,Agencia tradicional,26.0,7,7,3,0,240.03,2,0,Sí,2.0,Reembolsable,0
100242,,Male,EEUU,Palladium Tenerife,Standard,Media pensión,Web directa,23.0,6,7,1,0,117.07,3,0,Sí,1.0,Reembolsable,0
100243,47.0,Female,Italia,Palladium Punta Cana,Standard,Todo incluido,Web directa,30.0,7,5,2,0,165.87,0,0,No,2.0,Reembolsable,0
100244,29.0,Female,Reino Unido,Palladium Tenerife,Junior Suite,Todo incluido,Agencia online,1.0,8,14,2,0,215.14,1,1,Sí,4.0,Sin depósito,0
100245,28.0,Male,Reino Unido,Palladium Punta Cana,Standard,Media pensión,Web directa,12.0,6,1,2,0,138.02,1,0,Sí,1.0,Sin depósito,1
100246,48.0,Male,México,Palladium Costa Mujeres,Junior Suite,Solo alojamiento,Agencia online,,4,5,2,0,242.24,0,0,Sí,2.0,Sin depósito,0
100247,56.0,Male,España,Palladium Punta Cana,Standard,Desayuno,Web directa,53.0,8,3,2,0,138.23,0,0,,3.0,Sin depósito,0
100248,23.0,Male,Francia,Palladium Costa Mujeres,Junior Suite,Todo incluido,Web directa,18.0,7,5,3,1,203.55,1,1,Sí,0.0,Reembolsable,0
100249,37.0,Male,España,Palladium Costa Mujeres,Standard,Todo incluido,Agencia online,174.0,8,2,2,1,140.43,3,0,Sí,0.0,Reembolsable,0
100250,56.0,Female,EEUU,Palladium Tenerife,Standard,Solo alojamiento,Walk-in,0.0,5,4,2,0,122.42,1,0,Sí,0.0,Reembolsable,0
100251,37.0,Female,Francia,Palladium Punta Cana,Suite,Desayuno,Walk-in,107.0,7,5,1,0,326.16,4,0,Sí,3.0,Sin depósito,0
100252,65.0,Female,Reino Unido,Palladium Mallorca,Junior Suite,Media pensión,Web directa,143.0,8,5,1,2,157.11,0,0,No,0.0,No reembolsable,0
100253,200.0,Female,EEUU,Palladium Tenerife,Junior Suite,Media pensión,Web directa,65.0,4,5,1,0,215.58,1,0,No,1.0,No reembolsable,0
100254,58.0,Male,Italia,Palladium Mallorca,Standard,Desayuno,Teléfono,75.0,10,6,1,0,170.68,1,0,Sí,1.0,Sin depósito,0
100255,33.0,Male,Portugal,Palladium Riviera Maya,Suite,Media pensión,Web directa,61.0,8,5,3,0,348.9,0,0,No,0.0,Sin depósito,0
100256,66.0,Male,Reino Unido,Palladium Ibiza,Standard,Desayuno,Walk-in,6.0,11,4,2,0,102.8,1,1,No,2.0,Sin depósito,0
100257,52.0,Female,México,Palladium Riviera Maya,Standard,Todo incluido,Agencia tradicional,8.0,2,4,3,1,110.71,0,0,No,3.0,Sin depósito,0
100258,47.0,Male,EEUU,Palladium Costa Mujeres,Standard,Media pensión,Web directa,50.0,7,3,2,1,162.15,1,0,No,0.0,Sin depósito,0
100259,52.0,Female,Reino Unido,Palladium Costa Mujeres,Standard,Desayuno,Agencia online,9.0,5,4,1,0,157.76,3,0,No,1.0,No reembolsable,0
100260,46.0,Female,Países Bajos,Palladium Tenerife,Suite,Todo incluido,Web directa,12.0,6,5,2,2,375.24,1,0,Sí,2.0,Sin depósito,0
100261,60.0,FEMALE,Francia,Palladium Punta Cana,Junior Suite,Desayuno,Web directa,19.0,12,7,1,3,258.51,1,0,No,1.0,No reembolsable,0
100262,41.0,Male,España,Palladium Mallorca,Standard,Todo incluido,Web directa,0.0,4,4,2,0,146.15,0,0,No,0.0,Sin depósito,0
100263,39.0,Male,Alemania,Palladium Costa Mujeres,Junior Suite,Desayuno,Web directa,33.0,10,5,2,2,205.3,3,1,Sí,1.0,Sin depósito,0
100264,40.0,Female,España,Palladium Riviera Maya,Junior Suite,Media pensión,Agencia online,39.0,9,4,2,0,164.15,1,0,No,1.0,Sin depósito,0
100265,46.0,Female,Reino Unido,Palladium Tenerife,Standard,Desayuno,Web directa,44.0,10,10,2,3,138.25,0,0,No,4.0,Sin depósito,0
100266,44.0,Female,España,Palladium Ibiza,Junior Suite,Media pensión,Web directa,0.0,5,4,1,0,248.49,3,0,No,1.0,Sin depósito,0
100267,19.0,Female,Argentina,Palladium Tenerife,Standard,Todo incluido,Agencia tradicional,30.0,6,1,2,2,139.87,2,0,No,3.0,Sin depósito,1
100268,57.0,Female,España,Palladium Tenerife,Standard,Desayuno,Web directa,89.0,7,5,2,0,134.42,1,0,No,0.0,Sin depósito,0
100269,30.0,Female,Francia,Palladium Costa Mujeres,Junior Suite,Todo incluido,Agencia online,11.0,6,6,2,0,231.11,1,0,No,2.0,Reembolsable,0
100270,36.0,Male,España,Palladium Riviera Maya,Standard,Media pensión,Web directa,208.0,9,6,2,1,137.03,2,1,No,0.0,Reembolsable,0
100271,38.0,Male,Países Bajos,Palladium Costa Mujeres,Standard,Media pensión,Web directa,38.0,11,3,2,0,,1,0,Sí,0.0,Sin depósito,0
100272,53.0,Male,México,Palladium Mallorca,Standard,Todo incluido,Agencia tradicional,83.0,7,5,2,0,60.74,1,1,No,1.0,Sin depósito,0
100273,18.0,Male,Portugal,Palladium Costa Mujeres,Suite,Solo alojamiento,Agencia online,,9,6,2,2,401.35,0,0,Sí,0.0,No reembolsable,1
100274,24.0,Female,EEUU,Palladium Ibiza,Junior Suite,Desayuno,Teléfono,129.0,7,7,2,0,247.47,0,0,Sí,0.0,Reembolsable,0
100275,74.0,Male,Francia,Palladium Punta Cana,Standard,Todo incluido,Web directa,20.0,2,1,2,0,162.07,0,0,No,0.0,Reembolsable,0
100276,60.0,Female,Italia,Palladium Riviera Maya,Junior Suite,Todo incluido,Agencia tradicional,87.0,6,5,2,1,229.29,0,0,No,0.0,Sin depósito,0
100277,,Female,México,Palladium Punta Cana,Standard,Todo incluido,Agencia tradicional,13.0,6,4,2,1,139.74,1,0,No,1.0,Sin depósito,0
100278,39.0,Male,Francia,Palladium Punta Cana,Standard,Solo alojamiento,Agencia online,73.0,7,7,4,0,129.43,0,0,No,4.0,Sin depósito,0
100279,59.0,Female,Alemania,Palladium Ibiza,Suite,Todo incluido,Web directa,22.0,3,4,2,1,373.16,1,0,No,,Reembolsable,1
100280,40.0,Male,EEUU,Palladium Punta Cana,Standard,Todo incluido,Teléfono,,7,4,2,0,138.75,2,0,Sí,1.0,Sin depósito,1
100281,37.0,Female,España,Palladium Ibiza,Standard,Todo incluido,Agencia online,46.0,4,3,1,0,145.18,2,1,Sí,4.0,Sin depósito,0
100282,19.0,Female,México,Palladium Costa Mujeres,Junior Suite,Media pensión,Agencia tradicional,55.0,8,4,2,2,259.97,3,1,No,0.0,Reembolsable,0
100283,41.0,Male,Argentina,Palladium Mallorca,Standard,Desayuno,Teléfono,47.0,8,4,1,2,125.66,2,1,,0.0,Sin depósito,0
100284,39.0,Female,Francia,Palladium Tenerife,Villa,Desayuno,Agencia online,91.0,11,2,2,1,749.51,1,0,No,0.0,No reembolsable,0
100285,18.0,Male,Países Bajos,Palladium Ibiza,Standard,Todo incluido,Agencia online,43.0,2,5,3,0,111.47,0,0,Sí,1.0,No reembolsable,0
100286,30.0,Male,EEUU,Palladium Riviera Maya,Junior Suite,Todo incluido,Agencia online,76.0,5,2,2,1,208.23,1,1,No,0.0,Sin depósito,0
100287,39.0,Male,España,Palladium Punta Cana,Standard,Desayuno,Agencia online,3.0,4,4,2,1,,3,0,No,0.0,Sin depósito,0
100288,,Male,Alemania,Palladium Mallorca,Standard,Solo alojamiento,Web directa,41.0,6,3,2,0,149.76,1,0,No,0.0,Reembolsable,1
100289,52.0,Male,EEUU,Palladium Punta Cana,Standard,Solo alojamiento,Agencia online,42.0,4,6,4,0,70.19,2,1,Sí,0.0,Sin depósito,0
100290,,Female,Reino Unido,Palladium Costa Mujeres,Junior Suite,Media pensión,Web directa,26.0,7,10,1,0,221.6,0,0,No,2.0,No reembolsable,0
100291,46.0,Male,Alemania,Palladium Mallorca,Villa,Media pensión,Agencia online,34.0,7,5,1,0,793.54,2,0,No,,Sin depósito,0
100292,58.0,Male,México,Palladium Mallorca,Standard,Solo alojamiento,Web directa,2.0,1,5,2,0,140.09,0,0,No,4.0,Reembolsable,1
100293,47.0,Male,Francia,Palladium Riviera Maya,Standard,Media pensión,Web directa,,5,4,2,1,127.02,2,0,No,0.0,Reembolsable,0
100294,25.0,Male,Francia,Palladium Ibiza,Junior Suite,Todo incluido,Web directa,7.0,9,10,2,0,216.0,1,0,No,3.0,Sin depósito,0
100295,51.0,Male,España,Palladium Riviera Maya,Junior Suite,Desayuno,Web directa,,7,4,1,0,252.39,2,1,Sí,2.0,Sin depósito,0
100296,35.0,Female,España,Palladium Riviera Maya,Standard,Todo incluido,Web directa,40.0,7,6,2,0,154.3,2,0,Sí,0.0,Sin depósito,0
100297,21.0,Male,España,Palladium Costa Mujeres,Junior Suite,Media pensión,Agencia tradicional,42.0,1,4,3,0,265.92,4,2,,0.0,No reembolsable,1
100298,40.0,Male,Portugal,Palladium Tenerife,Suite,Desayuno,Teléfono,26.0,2,3,2,0,365.08,1,0,Sí,2.0,Sin depósito,0
100299,48.0,Male,España,Palladium Riviera Maya,Standard,Todo incluido,Web directa,67.0,3,7,2,1,127.26,2,0,No,3.0,Sin depósito,0
100300,48.0,Female,Francia,Palladium Mallorca,Suite,Desayuno,Teléfono,22.0,7,4,2,0,371.48,3,0,No,3.0,No reembolsable,0
100301,21.0,Male,México,Palladium Costa Mujeres,Standard,Desayuno,Agencia online,24.0,8,5,2,2,103.12,0,0,No,1.0,Reembolsable,0
100302,43.0,Male,México,Palladium Riviera Maya,Suite,Todo incluido,Web directa,27.0,11,1,2,1,373.8,1,0,No,2.0,Sin depósito,0
100303,56.0,Male,España,Palladium Riviera Maya,Junior Suite,Desayuno,Web directa,37.0,7,14,2,1,196.5,2,0,No,0.0,Reembolsable,0
100304,34.0,Male,Países Bajos,Palladium Ibiza,Standard,Desayuno,Teléfono,7.0,4,2,2,2,127.98,4,1,No,0.0,Sin depósito,0
100305,43.0,Female,Reino Unido,Palladium Riviera Maya,Junior Suite,Todo incluido,Walk-in,11.0,4,6,2,0,248.36,0,0,Sí,2.0,No reembolsable,0
100306,43.0,Male,,Palladium Mallorca,Junior Suite,Todo incluido,Agencia tradicional,9.0,4,3,2,0,216.83,2,0,No,0.0,Sin depósito,1
100307,45.0,Male,España,Palladium Ibiza,Villa,Todo incluido,Teléfono,125.0,5,4,2,0,742.16,0,0,No,0.0,Reembolsable,1
100308,57.0,Female,Reino Unido,Palladium Tenerife,Junior Suite,Desayuno,Walk-in,36.0,8,5,2,1,240.81,1,0,Sí,0.0,Sin depósito,1
100309,44.0,Female,España,Palladium Mallorca,Standard,Todo incluido,Agencia online,17.0,3,5,2,2,153.57,2,0,No,0.0,Reembolsable,0
100310,26.0,Male,Países Bajos,Palladium Ibiza,Junior Suite,Todo incluido,Agencia online,39.0,6,3,2,1,235.41,0,0,No,0.0,Sin depósito,0
100311,29.0,Female,,Palladium Riviera Maya,Villa,Solo alojamiento,Agencia online,112.0,10,5,3,1,786.74,0,0,No,3.0,Sin depósito,0
100312,46.0,Male,España,Palladium Mallorca,Suite,Solo alojamiento,Web directa,41.0,7,5,2,0,342.21,1,0,Sí,2.0,Sin depósito,0
100313,18.0,Female,Alemania,Palladium Costa Mujeres,Standard,Todo incluido,Teléfono,66.0,3,3,4,0,127.13,1,0,Sí,0.0,No reembolsable,1
100314,43.0,Female,México,Palladium Tenerife,Standard,Todo incluido,Agencia tradicional,68.0,4,5,2,1,188.83,1,1,No,0.0,Sin depósito,0
100315,44.0,Male,España,Palladium Riviera Maya,Suite,Desayuno,Web directa,63.0,9,5,2,1,448.05,2,1,No,1.0,Sin depósito,0
100316,49.0,Female,España,Palladium Mallorca,Standard,Desayuno,Web directa,104.0,10,3,4,1,104.65,1,0,No,0.0,Reembolsable,0
100317,,Female,Alemania,Palladium Riviera Maya,Junior Suite,Media pensión,Teléfono,62.0,5,4,2,0,243.15,2,1,Sí,0.0,Reembolsable,1
100318,43.0,Female,EEUU,Palladium Mallorca,Junior Suite,Todo incluido,Agencia online,,6,3,2,2,242.28,0,0,Sí,0.0,No reembolsable,0
100319,33.0,Female,España,Palladium Riviera Maya,Villa,Media pensión,Agencia online,100.0,12,2,2,0,746.26,2,1,No,2.0,Sin depósito,1
100320,32.0,Male,Argentina,Palladium Ibiza,Junior Suite,Desayuno,Web directa,18.0,7,6,4,1,221.91,0,0,Sí,0.0,Sin depósito,0
100321,55.0,Female,Alemania,Palladium Riviera Maya,Junior Suite,Todo incluido,Walk-in,61.0,10,14,2,2,233.45,2,1,No,1.0,Sin depósito,1
100322,1.0,Female,Italia,Palladium Mallorca,Standard,Solo alojamiento,Web directa,98.0,2,6,1,0,,0,0,Sí,0.0,Sin depósito,1
100323,47.0,Female,Alemania,Palladium Costa Mujeres,Standard,Media pensión,Teléfono,,5,4,2,0,167.04,0,0,Sí,2.0,Sin depósito,0
100324,57.0,Female,Reino Unido,Palladium Tenerife,Junior Suite,Desayuno,Web directa,72.0,8,4,4,0,274.97,2,0,No,1.0,Reembolsable,0
100325,64.0,Female,Francia,Palladium Tenerife,Junior Suite,Solo alojamiento,Web directa,,8,3,2,0,216.73,1,1,No,1.0,Reembolsable,0
100326,62.0,Male,Reino Unido,Palladium Ibiza,Standard,Todo incluido,Agencia tradicional,6.0,10,6,2,0,124.0,2,1,Sí,3.0,Sin depósito,0
100327,34.0,Male,Reino Unido,Palladium Costa Mujeres,Suite,Todo incluido,Web directa,2.0,11,6,2,0,391.88,2,0,Sí,0.0,Reembolsable,0
100328,23.0,Male,EEUU,Palladium Ibiza,Standard,Media pensión,Web directa,34.0,4,7,2,0,64.86,1,0,Sí,0.0,Reembolsable,0
100329,38.0,Female,Reino Unido,Palladium Costa Mujeres,Suite,Todo incluido,Web directa,26.0,10,3,2,1,,3,1,Sí,1.0,Reembolsable,0
100330,36.0,Female,Italia,Palladium Tenerife,Junior Suite,Media pensión,Web directa,26.0,1,2,1,0,255.07,1,0,Sí,3.0,Sin depósito,0
100331,41.0,Male,Países Bajos,Palladium Punta Cana,Junior Suite,Todo incluido,Agencia tradicional,,9,5,2,0,191.13,4,2,No,0.0,Sin depósito,0
100332,39.0,Male,Países Bajos,Palladium Tenerife,Junior Suite,Solo alojamiento,Agencia online,45.0,5,10,2,2,,0,0,No,0.0,Sin depósito,1
100333,41.0,Female,España,Palladium Tenerife,Standard,Media pensión,Agencia online,55.0,7,2,2,0,46.66,1,1,No,5.0,No reembolsable,0
100334,18.0,Male,Reino Unido,Palladium Tenerife,Suite,Desayuno,Agencia tradicional,,10,6,1,0,367.94,1,0,No,0.0,No reembolsable,0
100335,47.0,Male,España,Palladium Tenerife,Standard,Todo incluido,Web directa,15.0,6,4,2,0,94.06,1,0,No,0.0,Reembolsable,0
100336,67.0,Male,EEUU,Palladium Riviera Maya,Suite,Todo incluido,Agencia online,105.0,2,3,1,2,414.14,3,0,No,0.0,Sin depósito,1
100337,66.0,Male,EEUU,Palladium Mallorca,Standard,Media pensión,Web directa,52.0,9,14,2,0,113.14,2,0,No,0.0,Sin depósito,1
100338,50.0,Female,Portugal,Palladium Tenerife,Suite,Media pensión,Web directa,228.0,9,3,2,2,376.66,2,0,No,0.0,Reembolsable,0
100339,52.0,Female,México,Palladium Riviera Maya,Junior Suite,Media pensión,Agencia online,101.0,12,2,3,0,193.04,1,0,No,0.0,Sin depósito,0
100340,32.0,Female,Alemania,Palladium Ibiza,Suite,Solo alojamiento,Web directa,,9,3,2,0,430.89,4,0,No,0.0,Sin depósito,0
100341,36.0,Female,Países Bajos,Palladium Ibiza,Standard,Todo incluido,Agencia online,62.0,10,14,2,2,128.3,1,0,Sí,1.0,No reembolsable,0
100342,72.0,Male,México,Palladium Ibiza,Standard,Todo incluido,Web directa,11.0,5,4,2,0,174.79,0,0,Sí,0.0,Sin depósito,0
100343,47.0,Male,Alemania,Palladium Riviera Maya,Suite,Todo incluido,Web directa,35.0,8,4,2,0,400.5,0,0,No,0.0,Sin depósito,0
100344,59.0,Male,España,Palladium Punta Cana,Standard,Media pensión,Web directa,2.0,9,3,2,0,159.4,3,1,No,0.0,Sin depósito,0
100345,44.0,Female,Francia,Palladium Tenerife,Standard,Todo incluido,Web directa,75.0,10,2,2,0,167.02,0,0,No,0.0,Reembolsable,0
100346,,Female,,Palladium Punta Cana,Suite,Desayuno,Agencia online,14.0,8,6,3,0,373.53,1,0,Sí,1.0,Reembolsable,0
100347,53.0,Male,Francia,Palladium Ibiza,Standard,Todo incluido,Agencia online,107.0,5,4,2,0,94.46,1,0,No,0.0,Sin depósito,0
100348,51.0,Female,España,Palladium Punta Cana,Suite,Media pensión,Agencia online,118.0,6,4,3,0,371.59,2,1,No,1.0,Sin depósito,0
100349,29.0,Female,Alemania,Palladium Mallorca,Standard,Solo alojamiento,Web directa,108.0,3,4,4,0,103.52,1,0,Sí,0.0,Reembolsable,1
100350,39.0,Male,Países Bajos,Palladium Costa Mujeres,Junior Suite,Todo incluido,Web directa,218.0,4,5,2,0,221.64,0,0,No,2.0,Reembolsable,0
100351,71.0,Male,Alemania,Palladium Punta Cana,Standard,Desayuno,Walk-in,25.0,6,14,3,1,104.66,0,0,No,,Sin depósito,0
100352,42.0,Female,Portugal,Palladium Tenerife,Standard,Desayuno,Web directa,8.0,11,10,2,0,57.75,0,0,Sí,1.0,Sin depósito,0
100353,59.0,Female,Reino Unido,Palladium Tenerife,Standard,Solo alojamiento,Teléfono,57.0,8,4,2,0,106.42,2,0,No,3.0,Sin depósito,0
100354,41.0,Male,,Palladium Costa Mujeres,Standard,Desayuno,Agencia online,125.0,8,7,1,0,124.36,0,0,Sí,2.0,Sin depósito,1
100355,27.0,Female,Italia,Palladium Tenerife,Standard,Media pensión,Web directa,109.0,6,6,2,0,88.81,1,0,No,0.0,Sin depósito,0
